,target,TweetText
232439,0,"Placed 4th in funrun today in the 17-39 age group,could have done better not happy "
547560,0,@crystal_dunn I hate moments like that.  I'm sorry
1283701,4,@whoaitsjordan Ikr? Especially Nat.  (the guy with the long hair.)
1416730,4,Preordered Sims 3 this evening. Yay for timewasting pc games  http://twurl.nl/qynvah
804911,4,"Having a great time on France, thanks for asking...   http://twitpic.com/2y7xo"
858655,4,ah. with mattie tomorrow! 
549275,0,sooooo pissed rite now!!!!!!! my cell fone keep droppin the call every time i talk to my &quot;buddie&quot;. he think im hangin up on him 
808172,4,@hadaltlelamb I've good news for you -- that lifestyle is not limited to college. 
239359,0,@Has_Bookpushers Sigh...up to almost 3 hours now 
176597,0,Just found out that one of my coworkers in St. Paul (who I actually know and talk to) got laid off. This blows. 
655906,0,I went to a fortune teller. She told me I have no chance of winning the #squarespace competition. Dammit 
1253814,4,@daringfireball If I'd known you were into fake ads I'd have pointed you to http://bit.ly/1az0qX  long ago.  
649962,0,"Bugger. My freelance job looks like it may be ending, work has dried up. Not news you want to hear on first day of vacation. "
82824,0,"Just woke up from a rather sad dream. I have to admit I miss him. And no, it's not anything romantic, folks. I hate having a heart "
408564,0,The Olson family has been sick for several days.  We had some big plans for the weekend which have been thrown out now 
1064077,4,@Blkbarbiebeauty i didnt hoe! u on tha continued list! lol i cant leave my blkbarbie out  hell is wrong wit u?!
1479164,4,Mall with Bekky 
1304623,4,"i love you, &lt;3 "
1331523,4,@abbyharenberg Warm and sunny. Just realised wearing a red t-shirt really makes my sunburn stand out! 
1345537,4,working on my website...n myspace 
1218764,4,PEACE &amp; LOVE 
1453014,4,wow this was recomended for me... http://bit.ly/4ec9xv  youtube know me well  love it! &lt;3
451572,0,Everybody hate me 
1275534,4,is going to AC/DC yeaa 
152024,0,"Ugh, I can't freakin sleep "
1044397,4,"@Bass_ Oh Bass you clever dawg, hang em all. Morning "
117612,0,"@jakkster its okay, at least Finland got to the top 25, Hungary didnt "
50726,0,"@bkbrandon really  do u really, really really want to how bout he air force in stead"
961945,4,@thewickednoodle LOL! I just found you! It's like a scavenger hunt for cool foodies. 
50123,0,catching up on my anoop fix. i miss anoop. 
1090581,4,"barney is a dinasour with no imagination, people think he died from drugs but it was constipation!! "
205739,0,@basseyworld Her voice  but you see she couldn't stop Jimmy/Drizzy/Aubrey/Drake (mixing tv and reality lol)
187951,0,Cindy Meador is wishing the pain would go away 
506987,0,"@liv_d_mann  I feel your pain. Minus the work, I hate being internet less"
1331559,4,@CompanionofNine fantastic  Did you get any pics of Chris?
411875,0,@lisasamples BAH! That reduces the odds on winning the $100  That sucks....
868538,4,just got home.....tonight...AMAZING...; ) cant get any better then this 
1150167,4,"@mileycyrus you have love, don't ya? well at least i love you "
1055786,4,@Free_spirit55 the #pfn events are all over the valley.  I go to #wvfn (in the West Valley) when I do go 
1212690,4,@josiefraser Cheers phone stealer. My 15 characters have followed me for a while now. On sarcasm watch also 
90688,0,"he probably doesn't appreciate my being around when I bump his coffee-pot home kinda hard, like I just did.  "
1302124,4,prepping the fiance to get ready for his interview with Alan Wong's today... we have until 2:30...  I'm so excited for him
908715,4,@CrazyOnYou Very true.  And well behaved women rarely make history.  
1335004,4,"Thanks @glazedOverTweet , @Jules2701 , @sigmosaics  "
839300,4,Putting up our new elfa pantry... Three cheers for organization!! 
36296,0,"Sad, we didn't record ANY video of the kids in 2007.  In between vid cameras I guess.  Missed a whole year tho "
1352994,4,@Lizloz @brianconn Oh well - I tried - think she early 30s so assuming that not too young for you honey  Is 22 the record?
330516,0,@GarrettMcCord I had forgotten about tht  Still...time to make a little trip there maybe?
682349,0,"@FlyerTalkerinA2 Ohhh, haven't clicked into the coin thread in months. That'll teach me! Don't have that cc anyway. "
895957,4,"@ericswyatt Possibly... personally, I'm hoping the South just secedes before that happens   Now I need to learn &quot;Dixie&quot; on the banjo..."
594160,0,Got told off at work today. Slap on the wrist sucks  gotta get my arse in gear!
1480388,4,@WonderWomanXO for what show Jaimie? If I may ask. 
100269,0,design is so fucking subjective... 
12533,0,My octopus exploded in the Microave 
663897,0,@ili_fm tidak tau cuz on one hand a few friends going to pmi (which has so7) and on the other no friends going for capsquare 
924309,4,@annings http://twitpic.com/4x451 - Wow! I want one too!  Haha!
1418561,4,@seankingston 
1000038,4,Up since 7:00 am. Waaaay too early. [= Shopping today. I ? shoes.  SOme nice Nikes would be fine. I want that txt thing in germany! xD &lt;3
1439642,4,"@CheshireGrimace Lol. Aww. Okay, it's totally Britney Spears. "
757713,0,@blasphy don't cry 
287566,0,watchin news saddened by AF plane crash  those poor people.
1230948,4,I wanna give Natalie a high five for being at home. 
12978,0,@knitwits1 @Beaniebanks  just a case of photographing them all now 
1546174,4,A good friend just let me borrow his copy of the first Twilight book!  Yay! I'm going to start reading it tonight if I can!
1484717,4,"well ima take a shower n a nap, hopefully I'll b energized n sit on my porch with some leonade  iceeeee creammmm but what's up with it?"
825910,4,Im a little kid again!  At the nickel arcade with joe and his 2 boys 
500272,0,@iamjackielynn ugh stop stealing my friends 
1451663,4,"Enjoying a proper, two-day weekend and it's bliss! Seen the local marina, been baking and missed the rain everyone else seems to have had "
887647,4,@ddlovato I want to be more than a fan i want to be a friend do you think that's possible please reply back 
757417,0,"Brokers Open @ 20440 River Bank Street, Sterling - then run home to sick 10yo  stinky start to summer vacay."
67140,0,Wonderful weekend.... now back to reality  BOO
1267771,4,cabo in 16 days! can't wait to be drinking on the beach with my two favorite girls stephanie and jen 
155589,0,@candyann 
112530,0,"5D mark II: OK, so its not in 2nd curtain, but just has difficulty syncing at 1/200 with Skyports "
139606,0,classes resume on june 8... i dont want school yet.. 
142629,0,"@mzlonelyme haha was getting worried without you updating after a couple days! willdo, cept im only there a couple hours for transit "
378851,0,Likelihood of getting drenched tomorrow at Race for Life increases  Anybody to sponsor me to cheer me up? http://twurl.nl/0iekie
920056,4,"Pokemon Gold &amp; Silver vid appeared on youtube ystrday, i'm afraid i was 2 busy 2 think of an idea. Courseworks finished 4 now tho! "
597392,0,@vikaskumar not good... headache because of the sun  and  a client meeting
535853,0,my eagles lost  now I have to go to rehearsal  bah lol
810667,4,@addictedpirates I like Bedtime Stories 
1227642,4,"Decided on Zaandvort .. Good choice, lovely breeze, and lovely sun. All in all....lovely "
344827,0,@manduhhluvsjb yeah i know i made my own video but when i put it on youtube this one bit didnt work 
590733,0,@yourphantomlimb i don't think it comes out until august 
340383,0,"It's the cabinet of the living dead  In tribute, Hazel Zombie!  http://yfrog.com/418sgj  #savegordon"
525918,0,is worried about the new school term and all the commitments it will entail. 
222283,0, lost at the casino kk vs AA get unlucky
1046868,4,@juless hahaha! jus now I went da bian I also used my phone to watch. lol 
412464,0,"Has mono, and finally has a day off. Might have to pass on the zoo trip adventure @hoperose  be nice to stare down a tiger though."
642706,0,"@katehughes Quite limited as I'm sat at my desk. I just tried to throw a bit of paper into my bin, the bin's by my foot. I missed "
737477,0,"so iWeb doesn't work with SL and i cant update my website, as much as i love the improvements the bugs are pissing me off "
210221,0,Getting ready for my birthday cookout! Wish my 'boys' could be here 
1115615,4,Summer has began!!.. 
1500320,4,@splinter81 I got this big ol crush on desi omg he so cute 
271886,0,@NeonPaul that's just mean 
627740,0,@KDeLaRiva where are ya girl? your tweets are missed!  &amp;one for you #BurnNotice #UsaNetwork #JeffreyDonovan #BruceCampbell #KDelaRiva lol
1162788,4,In Atlanta  took a long hot bath now I'm slowly geeting dolled up for my gf's sister's wedding day 
295705,0,"Watching Coach Carter, lots of work to do tomorrow "
316018,0,"IM SO HAPPY WE GET OUT AT 11:30 TODAY,BU I STILL DNT FEEL LIKE GOING TO SKOOL "
1095493,4,@Summzer yes i am!  only for updates though. ((: so how are you? x]
216377,0,@scifilaura baaaaad Laura! Bad bad bad! But i also took no POT pics at Balticon 
1052483,4,@DivasMistress You know I heart you babes 
1485642,4,Went swimming and now for some lunch! Ah this is the life 
565494,0,@robtot at least you got some sleep. kudos! but no sign of three-point-o just yet 
113005,0,MyMaths has landed me with some EVIL question. 
1589034,4,@Ashwee_ THANKS my little crazy child  x
1338667,4,has a meeting from 2-4pm and an energy audit at 3PM hope this works out    and the energy audit people let me take an informative video
316114,0,its raining 
1323981,4,ak-47 or ar-15? the chipmunks are at your leg 
10224,0,It's a new day and I couldn't be feeling better. I'm in a very good place right now and I don't want this feeling to end 
297141,0,"@itsLissa Yup, there's me &amp; my name sake based in LA @mdflores! I've been to LA twice since *meeting* him on here, I've yet to meet him "
1019939,4,Signing our new lease at lunch!! 
1070949,4,"@calgaryfitness Well, if it isn't tomorrow, we will have to make it happen another time "
965408,4,i'm so happy to stay in twitter with all the stars!!  sooo happy!!
1425936,4,@Ant_Cashanova you know I am  !
1359535,4,shudder spew squeak. i have hayfever indoors - sucks to be me right now. im sure lifes looking up though. im officially the better person 
304752,0,@NorwayFob dude... angry much?  hahaha.. i didnt realize the green card was such a touchy issue lmao
109597,0,Must I get up? I never get sleep-ins anymore  uggggggggh!
59392,0,My neck still kills  Also Sundays still suck! lol
1363342,4,@spahkleprincess bye! I'm just off to bed 
87517,0,@sherleylueis me too  ahhahaha.
1476296,4,"there's only so much Resources&amp;Tourism, Population and Industry stuff you can learn in 1 go! time for a rest me thinks "
174179,0,Computer is packed away. There goes my life. Right into a cardboard box. 
862308,4,BUENAS NOCHES YA ME VOY A DORMIR...GOOD NIGHT AM GOING TO SLEEP  HASTA MANANA...TIL THE MORNING I WILL BEGIN TO TWITTER 
67994,0,frustrated 
608838,0,is home now. No perverted well endowed chubby milf stalkers in sight 
1351919,4,"@petewentz You can feel more responsible but don't feel old.  You're not old yet. You're still young Pete, w/ a wife and a baby. "
754466,0,test everyday this week wish me luck hopefully i will make it 
1258901,4,@soshoresoxgirl sounds like a nice night 
1014489,4,@THICKDECADENCE nope...chilling at home! 
1514636,4,"@helladaniella damn giiiirl, i thought you recovered already! i hope you feel better "
119544,0,Sunday night tv is crap!!! 
1167875,4,@ferdy: I'm almost famous! 
1354244,4,@thecolinium  Most def!! One of my very first words was Yzerman...brainwashed from birth.
890314,4,@Jarahmusic I'm sorry I'm just now seeing it ...Goodmorning 
1111674,4,Away to Banchory to visit my mum and dad. I think it'll have been busy there but the traffic won't be heavy heading out of Aberdeen 
1031719,4,have had a super amazing day today! wow. I've even surprised myself! 
588644,0,Doh - looks like xhtmlrenderer doesn't support nth-child(even) CSS 
104010,0,I want diples 
1392194,4,Guten Morgen Twitter 
762418,0,@ian_s2 the link off her offical site is too hmv  i hope it will be 7th
1291046,4,is watching &quot;Crush night&quot;. Which takes a century to finish loading. It was a riot here this afternoon. LOL 
1261147,4,"New TAI TV, start of Season 4. This makes me so happy, you don't even know. "
1315801,4,why am I only ever awake at hours I shouldnt be? 
470980,0,Ohhh Laurie i have never been so dispaointed in you 
1558568,4,@Mangorunner hey- coach! we need to talk. I have a student for you who wants to run the Det marathon in Oct. 
1344695,4,No Boundaries - Kris Allen. I love the start of it. lol 
104096,0,@rivensky I don't think my wife would mind Jeff pouncing on her  lol
145510,0,@heawood not like the good old days when posties might throw all non Labour leaflets in the bin 
813703,4,@BluePhoenix1 you are magic girl...  LOL
1305428,4,@xokissesfromlo lmfao damnnn haha I only play baseball basketball soccer and lacrosse 
542838,0,frustrated 
1388535,4,"@AndrewRatcliffe Yes, I even married a couple "
674791,0,awww..  we are going to have our CAT again..no freedom of shopping during saturday afternoon!! T_T
133494,0,@error505 Asymmetric shocks do that. Once the foundations start to move its hard to find something to grab onto  Here for you!
1523720,4,"Happy days, caught some fish at the weekend and should get two large-ish projects out the door by month end "
1404126,4,...back to working saturdays. Some more cool stuff in the works for billFLO 
294205,0,"Instead of thanking me for all of the hard work i did today, my aunt complained about what i did wrong. "
516943,0,@ashleytisdale Sure I'd like to! But I live in France..  Love your new album ;)
1056183,4,I got my driving licence today! 
1536876,4,@zenbitch oooooh nice!  How old are ya?  
639639,0,Going to bed! it was a long day but im just glad i dont got dat swine flu. i WISH i couldve gone to razmataz 
1047474,4,"Holy crap it's 18C outside.That's almost as hot as it's gonna get the whole summer  Glad i've got the morning off, i can sit in the sun "
106375,0,"I feel bad letting my friends down, but I feel like crap tonight. "
1103862,4,"@XDTamlyn thx  and yeah, let's hope for a small nodahawk or at least... well, Projekt Rev 07 lenght o__o"
1222529,4,@joestando http://digg.com/d1sLNR  Thought you may enjoy 
1284414,4,"@HildeM_EN We are Finishing All the song for The Record, and The Official Demonology... always new songs "
1070187,4,"Photo shoot tomorrow, with Sorry Bunch. Gonna visit an old factory "
1243054,4,"@jackiboy June 15th- my last exam will be over! June 22nd, DofE Expedition in Snowdonia   "
824425,4,@supermom82971 very happy family ) just the way I like my tweeps... HAPPY 
904624,4,"@DavidArchie Maybe you can take a recorder with you around, so when you can record those new melodies that you've came up with in yr head "
1313411,4,"@Facecake Ha, I had seen the tweet about you getting Benjamin Button and then you saying you hated a book and put the 2 together, my bad! "
1546332,4,"S is asleep, Dinner is eaten  going to read my book and hopefully will be in bed early, too many late nights looking weary now :-s"
412900,0,finally bought some more blk eye liner lol...Saturday went back too quickly 
910068,4,@musicdotcom model on a pink motorcycle 
39211,0,@erinallison Im sorry to hear about what happened and my prays go out too u im so sorry! 
844165,4,"@addiiee omg. awesome. hahaha. so, you're trying out for glinda, or you already got the role? "
1088421,4,party-ing it up tonight 
1288482,4,make me ready to go into the city  im so glad to see a  good friend *___*
1111240,4,@AlanCarr Alphabeat-Fascnation  ? Cant get more upbeat and happier than that 
172941,0,why does everyone sing playback at the Comet 
172761,0,Excitement: 8 new followers overnight. Sadness: 6 of them are ad bots. 
1205059,4,is watching the MTV movie awards ....Loooooooooving that andy samberg is hosting  
1045060,4,@KhroweJayne I want to see it 
1011541,4,"Flight to London delayed by half an hour, but as I'm in the Emirates lounge I really couldn't be happier "
1526435,4,Can't believe that Mark and Stacy are pregnant!! I am so excited they need a little one!  
670718,0,My room is hot as hell. No insulation 
1383615,4,good morning germany  Today I will go to the open air with friends 
555516,0,@Jed142 what is it with you and posting pics of food that i don't have access to?!  not nice; not nice at all haha
589414,0,Hate it when im forced to listen to my ipod. It always seems necessary for me to do that when im around him. Grr. 
1440808,4,Watching sweet little Kai  he's a treat--on our second viewing of high school musical 3...he watches it EVERY day--LOL
1504485,4,@JQPHOTOGRAPHY YES! I have most of the episodes on dvd. ha. great show 
1202129,4,@annegentle Don't get me started on obsessions. 
466460,0,is the saying to forgive and to forget overrated?? can it really be done..?? ...don't think so. 
987226,4,@OUBad LOL I am driving to vegas 
1135054,4,is heading to bed before 4 yay 
471226,0,So tired. i miss the weekend already. 
1291504,4,@ThisisDavina Hi Davina - good to see you on Twitter 
202616,0,"@Penncypoo What a gorgeous name, Meadow. I LOVE it, I suggested that to my dh, but he looked at me like I was nuts. "
253491,0,Fuckin' great end to a weekend no gig on Wednesday 
886014,4,off to study for geography 
863691,4,18 days for  the jonas brothers Concert  im so  excited about it! Love u Nick (L)
1272356,4,@wapxana welcome to baku! 
454851,0,I wanna go to camp hip hop 
621796,0,@jenncutter Bonus? I had to get the PS3 since 360 died. I have to settle for poor graphics on the PS3 and no friends  #360
1224100,4,managed to get some headache tablets over lunch.. now just to wait for it to kick in 
1549061,4,@pankajch82 Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
201011,0,Morning twitterworld.. I think my bed mattress is getting worn out.. I'm getting body aches every morning now..  
175551,0,"I miss my doggy,my hammy,my turtle &amp;&amp; my fishes "
698672,0,Packing up the store.....sad 
1384077,4,"got to take @bajb clothes to post office, then off to work, looking forward to curry later "
1576397,4,"@willcritchlow thanks for your help on SEOmoz Q&amp;A, can definitely get confusing. Think we agree they should just get rid of those domains "
228816,0,@JayLink_ too bad u have so many respnses to reply to. cld use ur support.. 
783407,0,"a monk bag/slingbag for my birthday? this time i'm not kidding, I need a new bag! "
1299966,4,Hay that was such an awesome Stickam SHow..  !!  In a munite i'll post up some more Pix of Berlin Germany For you!   ily!! XOXOXO J
724959,0,so tired.. looking forward to tomorrow. minus the schoolwork part. 
204880,0,I just gave away my car. Kinda feeling sad about it but guess I really don't need it anymore 
360163,0,@CaitlinChaden noooooo!!!!!!!!! damn... there go my dreams  lol
898768,4,@P1KungFu  Lamest movie ever. Just read the dang book already 
71941,0,http://twitpic.com/4j8ii - i'd have to go black... as much as i love red i am to practical 
588806,0,"@ensetsu I do, but I cantz has wan "
645719,0,"Besides, how can I bring someone to &quot;follow&quot; me ? "
1591695,4,@dickyadams Sounds great to me. Wish you could help me visualize clean graphs for my data. I am terrified to even look at it at present. 
486406,0,@wanderlustTiff Awww whats up honey? I miss you!!!! 
502470,0,"@madamrosmerta Yeah  Oh, and, what you said to @BradAusrotas, yes you will definitely be a bridesmaid at the least."
1350287,4,"installed feedly, it has nice look, feels good, will see.  http://bit.ly/4qJDE8"
256536,0,Is September here yet?  
907403,4,Lï¿½ mï¿½y theo lï¿½n giï¿½ tï¿½i bay kh?p tr?i 
463181,0,watching the mc hammer reality show about to fall asleep. Wish I didn't have to work in the morning 
1345943,4,@aliceakatea oh &quot;How to Lose~&quot; i havent seen it yet. its not released in japan... :'( but i watched trailer! so funny~  i'll like it! &lt;3
1544884,4,@AgentBooth You're alive! I was getting worried. I think a nap will do you good. get some rest 
1526736,4,Ummmm yeah.... So SPAC N2 looks like it melted some faces. Soooo jealous! Congrats SPAC! 
1398734,4,CMON DINA!!! Want to listen to radio but they're ahead and spoiling all the TV points for me 
377197,0,"Going to sleep in a bit, yay goodbye junior year and hello senior year.. Bleeeh, Already?!?? "
1555695,4,"@EtsyOrganic Thanks for the follow! I will go through and check out all the members, looks great! "
501332,0,I think I just got dumped 
287873,0,wishes I had an iPhone  
679901,0,I am so. Tired. I feel like a failure at college. 
1577002,4,I should get some sleep. gotta get up early to order my Taylor swift tickets 
437885,0,@lylapooh ohh noo you have puffy eyes too 
756743,0,"i wud make my profile pic green,cus i luv a good bandwagon..but i dont really care that much about Iran,is that bad? "
355609,0,@princezztia TeeeeeeWeeeee!  
54904,0,"@IsadoraR yeah iz i did  i think i need a hip replacement now, i cant walk properly.  I KNOW, he's so creepy but i still love ahahh !"
537953,0,Downpour in Chicago = traffic = me missing my tap class. How will I ever get to be as good as @bearkaz if I miss classes? 
1008671,4,Has been asked to cover Glastonbury - fuck yeah! 
344481,0,"Back on the hand-coded Javascript / Ajax trail. Two  editors, two different systems. Confusion reigns. Plus, forgot to bring lunch "
773045,0,@sugarrae not all of us still have our money... 
913230,4,"@ashleynewcomb Oh yeah, lots of rambly goodness. LOL You have mail.  Bed? This is early for me. ;) Probably why I'm an insomniac, huh?"
583090,0,I love tybee island! I don't want to go back to indiana 
1176412,4,Great day for going to the beach after taking my second outdoor pottery class 
1485321,4,"drumming along to &quot;the apperntice&quot; theme tune, its dope  xx"
886572,4,@minxieme sounds like fun 
423582,0,"@shweitzer Oh, wish I could. Unfortunately - I am no longer unemployed "
1081566,4,@omen_ LOL aint nothin bandwagon bout me! I  root 4 watever team that's playin against da lakers! Now.. Let's go Cavs/Orlando (dnt matr!) 
1089021,4,"@kpompong Not being allowed to read locked twitters even after requesting. Anyway hi, you randomly added me? "
1354031,4,is friends with the 5-0  thx to the PPD
1299480,4,My daughter's bday party finally has a theme: she asked for a Hello Kitty cake. 
504794,0,@jcroft @shoghon I wish I can join U but I'm not well yet  sing a song for me will ya? Love you guys!
1338021,4,main hoes Kath and Tessa are comin over. 
594134,0,why can't i fall asleep?? i'm so so tired but i can't sleep! 
202686,0,"Back from le beach. Sigh, le femme whipped out her yellow numbr and it started to rain  Back @ le Chateau. Phaps we have some LP Rose Brut"
916156,4,second song is coming along nicley 
422581,0,@bridugan I hope you feel better girl ! You get sick too often 
441201,0,"@Lapp is #pizzatweetup always on monday now, or diff days or what? always work monday nights  good luck tomorrow, have fun!"
393318,0,doing my best not to be vain but my baby has a fierce case of baby acne...poor little darling 
175940,0,@TheMakeupSnob 
689826,0,hates saying goodbye 
1304317,4,"@allaboutanne They all look the same, so what's it matter.  "
1274739,4,letting it go.........breathe.. &lt;------ expects exodus of FPMT followers...dats cool 
377506,0,"@mileycyrus I am depressed, almost every day I lose some followers "
266154,0,Fuck man the drought never ends for fishing this island is barron gotta go big island already! 
402518,0,"@brendavaldez not really, but it sucks "
1002247,4,@jessiexbessie i'll show it to you tomorrow if you work tomorrow  i haven't seen you in a while.
147451,0,"just  ate 10 of chips and salsa, I think i'm gonna be sick! "
249538,0,no strip club and no money 
313006,0,"@wdfarmer The Air France thing is terrible, as was the George Tiller shooting "
1389161,4,"@PrincessJen718 Well, I did make it in time (barely). Mom liked the birthday gift and it was a nice small party. "
1396685,4,@DAChesterFrench dont get too fat haha 
1276012,4,"@j_e_p Hey, lots of photos to do, but also working on a community website idea  You?"
93876,0,Im CRUSHED!!! I ate it  ....it wasnt even good! OMG i PRAY i dont get sick!!!
877428,4,watching grease 2 then bed! 
587117,0,@Redpix22 fraid not 
1052089,4,is out in Westmont visiting Taylor today. 
1187043,4,@tommcfly what time is it over there?  x
1339784,4,@CookingGranny the pepsi was fantastic just as I remember     You won't convert me baby ... sorry to say !!!
202182,0,never mind it's too cloudy right now 
1024217,4,Nothing better than a soy chai latte in the morning 
1485142,4,Sisterhood of the traveling pants 
459365,0,on my way home  great weekend with the fam
1222533,4,"@coldplay excellent!! *lol* The video and Chris's spontaneous sing-a-song was brilliant! keep those videos coming, please!! "
116612,0,Somebody messed up my Dish DVR!!!! All my recordings are gone!! Grrrrrr!!! Can't wait until Corrupted HardDrives are a thing in the past! 
476415,0,"Kevin Jonas Snr is a flake, he promised me tickets to JoBros' Wembley gig (took my number and everything) and nada "
317124,0,@surfing_the_sun Outlook not so good 
359810,0,omg! my mates are being bullied 
356593,0,"WHOA! the french open is on NBC right now!  2 bad my boy &quot;RAFA&quot; isn't playing, homeboy lost early on. :'-("
1049415,4,Finally off today  Misses him &lt;3 Only 4 more days!
1466668,4,"@Joffff I beleive it was Baccara? First time there, quite classy and good mojitos "
732050,0,Heading off with Dee going to hit up Dunkin. Then drop Dee off at work 
601157,0,off to work  
74820,0,"waking up late, still on time for work... and looking damn good! but damn, i wanted some waffle house!! "
142699,0,"@natalieismint NIccee to knoww, PE "
1008918,4,Got the BrainBone daily question right!  - http://bit.ly/cUUcw
1567064,4,@sweetroxy44 LOL! Don't think Lars really needs any help ... but I couldn't resist! 
375035,0,"Bicycle pump doesn't work, CRAP! Guess I'm walking the entire shift. "
1158483,4,"@dickmorris...Dick, I love your commentary, and Fleeced is awesome...thank you! "
865046,4,"@dannistclaire Steroids, not the other. "
652832,0,watching your children grow up is so hard. 
1126578,4,@kirstiealley Hey Kristie!!  How are you??? 
251662,0,"Just back from a lightening visit to Dublin, my brand new baby niece is a peach  That just wasn't enough time... "
386784,0,@butterflykate awww aren't there any nordic soaps on 2day Kate 
983095,4,"@tommcfly do you have all your own albums on your ipod, i guess you do? Was gonna ask when you got a show but i can just check my tshirt "
1299513,4,"was eating a apple, im kinda addicted to them at the moment "
1306649,4,After to refresh my country twang side lol going to move for David Pop Soul side.  *i &lt;3 COUNTRY and DAVID ARCHULETA songs*
1049308,4,@hxcgrunger lmao hehehe I meant for weeks  not four weeks sorry - go2 stop abreviating stuff with numbers
575688,0,"listening to tornado sirens, but there isn't any tornadoes. "
739468,0,@wackybutton whats up babe? 
1255822,4,@evilrobert Good. I'm glad you're still here.  What show in C-ville?
1143641,4,@strangetymes epic snail whale fail! 
770202,0,@Whack FML 
853810,4,"@ZenMommy That was sleep habitats, I create them in Sanctuary to drift off in supreme comfort though it IS a very good sleep habit "
857968,4,Ready for work. Let the fun begin 
893446,4,"@hellotiffy I don't see many tweets from you, the ones I worry about are the ones who tweet all day, and then up and stop "
873979,4,"@louise_hendy ohh :/ yeah, lie ins are good "
730077,0,loves been 4 days and still counting...  http://plurk.com/p/12mcxx
1479795,4,"Oops, last Tweet for @VaStateParks ..If the fishing lessons werent 6 hrs away I'd get pictures. "
791633,0,Williams match over and @andyroddick is up next and I have to go out in a few  and the Del Potro Hewitt match looks to be a good one
544549,0,"@maggiebriteside I looooost you.  its okay, YOU'RE MISSING OUT ON A BOUNCY HOUSE! hahaha"
446672,0,I have so much stuff to do today....so much to do and so little time 
626392,0,Just got done with my kids graduation. I'm gonna miss those brats so much 
28844,0,@asot400 first 10 seconds of surrender keeps looping  #asot400
1474987,4,"ok peeps, sorry bout this but gonna have to go and round 2 of sunday dinner.  yaay.  "
1349952,4,en route to the city with the cousins 
1031060,4,@cheltyl hahaha love to eat!  are u still cooking a lot?  
1171772,4,"@SEEBIST Maybe in the future, there might be a Magus tournament. Who knows? "
825978,4,@FashionGuru   It's great to see someone blog while including makeup and it MAKES SENSE ( great tips) !!!! I LOVE IT!!  THUMBS UP!
71340,0,"I can't sleep.I'm sick.  We don't have mylanta.All we have are tums,and those just make it worse.Can't decide what's worse.Puking/burping?"
461265,0,yes i ammmmmm. to sleep in a living room lolol. i am such a bum 
647709,0,Bye bye twitterers out there. Have to go and study 
1088651,4,@PinkBerryGirl yeah because it has too much sugar in it it is not recommended eating it daily 
677702,0,I'm gonna miss shifa and rio!! 
1311516,4,it always works out it awesome 
1328316,4,is up early with the baby!!! 
1299129,4,@johnnywon Another Mario. Another Metroid. Another Wii Fit. Another Zelda. Yawn. 
526995,0,@Cmullen my case has a few cracks too 
77643,0,@Missyshianne good lord that's as bad as having a freekin hurricane hit yall. i definitely can understand ur situation 
194870,0,Watched Cruel Intentions earlier. I miss Reese Witherspoon and Ryan Philippe when they were a married couple. Huhu. 
646319,0,Its the last day of school  Lets make it worthwhile with the graduation party.
1009606,4,"@TheAmyBrenneman have outacted all of em. with priv prctice on break, maybe he wants u to just rest, or maybe u just wanna rest "
1445099,4,@CityGirl912 I must say I've been offered worse!  *washes hands*
1008827,4,@_Brian_Johnson Here's another Happy Birthday wish 
369077,0,@incubrat is snoring at 7:24 on a Friday. 
176288,0,@knitch Don't have any.  Just raspberry &amp; balsamic. 
1359079,4,@FrankieTheSats are there plans going to other countries as well? like Germany? hehe 
1440811,4,@tamarlevine What's your secret to looking so youthful? lol That's a great way to start your trip though. A little flattery never hurts. 
615568,0,@jbdf ohhh got it 
552589,0,"IT IS 2:40 IN THE MORNING AND I AM HUNGRY AS HELL, THERES NUTHIN TO EAT, AND IM BOUT 2 DIE!! "
716350,0,Agh...my gum is sore 
1178139,4,Successful photshoot today! LOVELY sunny pictures by the resevoir 
966760,4,@Cat_the_cat Neked is kï¿½szi szï¿½pen 
1054098,4,"has been learning particular plugin, 3D and camera in AE today! It's been good, and now time to get some bits for BBQ tonight "
1344493,4,in germany now its the afterpart! bmth was beat 
1080926,4,had a fun night with a couple of my girls.  Headed to bed. Night!
1363236,4,@HeatherHorror Finally finished since 10:30am! Relaxation and movies for the rest of the night 
113111,0,"it took me 10 minutes to get out of bed, and 5 minutes to get out of my room because i can't move my legs "
34831,0,"woop, one topic covered and done, sadly it was the most exciting one, nutrition next "
1416824,4,"@djrunnels WOW!! That is so cool ! Have you ever been to Nova Scotia? Oh, following you now "
1590190,4,Needs to get the rest of my camping gear together.. ready to leave for SS bright and early Thursday morning 
348199,0,I had to set an alarm - I hate waking up 'un-naturally' 
618730,0,"Shoppers are the worst people ever. No, the ones who call themselvs &quot;Hunters&quot; are THE worst. Hunt my nuts out of your hair. Loser. "
381471,0,my wee man not feeling well 
1144715,4,Sometimes i enjoy the zoom of my car a little too much 
428289,0,Why am I hungover...I wasn't even that drunk...uggggghhh and I have an exam tomorrow 
898502,4,is watching old episodes of Will &amp; Grace! oh how this show still makes laugh! LOL 
39667,0,working late...again 
258251,0,My poop scared housekeeping away 
1496523,4,@T4R4_ Is it an actual hotel? Find it. Search the place. Kidnap him and bring him back. 
